weather,direction,speed
few clouds,290,5
few clouds,300,5
few clouds,300,5
few clouds,300,4
few clouds,290,5
few clouds,290,5
few clouds,300,4
few clouds,290,3
few clouds,300,4
few clouds,310,4
sky is clear,280,2
sky is clear,310,1
sky is clear,10,2
few clouds,320,1
sky is clear,340,1
sky is clear,310,4
mist,300,3
sky is clear,290,5
few clouds,0,1
sky is clear,22,2
few clouds,300,6
few clouds,300,6
few clouds,290,6
few clouds,290,6
few clouds,300,6
few clouds,300,6
light rain,300,5
few clouds,300,6
few clouds,300,5
few clouds,300,4
few clouds,300,3
sky is clear,290,3
few clouds,310,3
few clouds,320,4
few clouds,310,3
few clouds,310,2
few clouds,320,1
scattered clouds,0,1
scattered clouds,160,2
few clouds,0,1
few clouds,350,2
few clouds,310,4
few clouds,330,3
few clouds,320,4
few clouds,310,4
few clouds,310,5
scattered clouds,310,5
few clouds,300,6
few clouds,300,5
few clouds,290,4
few clouds,290,4
broken clouds,290,3
scattered clouds,280,3
few clouds,280,2
scattered clouds,290,3
sky is clear,310,1
few clouds,300,2
few clouds,290,3
haze,340,2
few clouds,4,1
sky is clear,330,2
sky is clear,31,2
sky is clear,330,1
sky is clear,22,2
sky is clear,320,4
sky is clear,330,1
few clouds,0,1
overcast clouds,29,1
overcast clouds,340,3
overcast clouds,0,1
overcast clouds,0,1
broken clouds,230,3
overcast clouds,240,3
broken clouds,240,3
overcast clouds,260,1
overcast clouds,230,3
overcast clouds,240,2
overcast clouds,230,1
overcast clouds,250,1
overcast clouds,270,1
broken clouds,300,2
broken clouds,300,2
few clouds,51,0
sky is clear,320,1
sky is clear,240,3
few clouds,270,4
scattered clouds,290,3
broken clouds,290,4
scattered clouds,290,5
light rain,280,6
few clouds,280,5
few clouds,270,5
broken clouds,290,5
broken clouds,260,7
broken clouds,280,6
broken clouds,270,6
broken clouds,250,5
few clouds,200,5
broken clouds,230,3
broken clouds,140,4
broken clouds,110,6
broken clouds,120,4
broken clouds,100,6
broken clouds,100,7
broken clouds,100,7
broken clouds,100,8
broken clouds,90,6
broken clouds,110,9
broken clouds,100,6
broken clouds,110,6
broken clouds,100,6
overcast clouds,100,7
overcast clouds,90,5
overcast clouds,90,6
broken clouds,90,6
broken clouds,100,6
light rain,20,1
light rain,90,5
light rain,100,6
light rain,130,4
overcast clouds,0,1
overcast clouds,120,2
light rain,200,4
light intensity shower rain,60,1
light intensity shower rain,100,4
light intensity shower rain,170,3
light intensity shower rain,150,3
light rain,100,2
broken clouds,360,1
broken clouds,330,1
mist,0,1
mist,230,3
mist,170,2
overcast clouds,220,2
mist,260,1
mist,50,1
fog,100,3
mist,70,1
fog,130,2
fog,100,3
fog,110,3
light intensity shower rain,90,5
light intensity shower rain,130,3
light intensity shower rain,110,4
light rain,160,4
light rain,130,2
light rain,220,5
light rain,210,5
light rain,210,4
light rain,150,3
light rain,320,2
broken clouds,150,2
broken clouds,130,3
light rain,90,3
broken clouds,130,4
broken clouds,150,3
light rain,120,2
light rain,110,1
broken clouds,90,3
broken clouds,110,3
broken clouds,110,5
scattered clouds,100,5
light rain,100,5
light rain,100,5
light rain,100,6
light rain,100,6
broken clouds,160,1
light rain,290,1
broken clouds,140,5
broken clouds,140,3
light intensity shower rain,150,4
light intensity shower rain,130,4
light intensity shower rain,140,4
light rain,140,6
light rain,130,5
broken clouds,100,6
broken clouds,100,4
broken clouds,100,5
overcast clouds,100,5
overcast clouds,100,4
overcast clouds,90,4
moderate rain,100,5
moderate rain,100,4
moderate rain,80,4
light intensity shower rain,130,6
light intensity shower rain,100,4
mist,70,5
mist,80,3
mist,110,3
mist,100,3
mist,90,4
mist,90,4
mist,110,5
mist,80,4
fog,120,6
fog,100,6
light intensity shower rain,110,5
light intensity shower rain,140,4
light intensity shower rain,110,3
overcast clouds,110,3
overcast clouds,100,4
light intensity shower rain,100,4
light rain,100,4
light rain,100,3
light rain,90,4
light rain,90,4
overcast clouds,90,4
light rain,110,4
few clouds,130,2
few clouds,30,2
mist,80,2
mist,100,2
mist,110,3
light intensity shower rain,90,4
moderate rain,102,3
moderate rain,137,2
moderate rain,141,2
moderate rain,145,4
light intensity shower rain,150,5
light intensity shower rain,130,5
light intensity shower rain,150,6
moderate rain,180,3
proximity shower rain,180,2
mist,190,2
moderate rain,0,1
fog,70,2
mist,50,4
mist,60,3
mist,60,3
mist,60,3
light intensity shower rain,80,3
light intensity shower rain,80,4
mist,90,4
mist,80,5
mist,90,4
fog,100,4
fog,140,3
fog,150,3
fog,140,4
light intensity shower rain,150,3
light intensity shower rain,180,5
proximity shower rain,190,4
proximity shower rain,230,3
proximity shower rain,230,4
proximity shower rain,240,3
proximity shower rain,230,3
thunderstorm with heavy rain,240,2
broken clouds,220,2
mist,133,1
fog,112,1
light rain,112,1
few clouds,90,3
overcast clouds,70,2
mist,100,3
mist,90,4
light rain,100,3
overcast clouds,90,3
light rain,120,3
heavy intensity shower rain,100,3
mist,80,2
mist,80,3
mist,90,3
broken clouds,90,4
proximity shower rain,90,3
light intensity shower rain,110,3
light intensity shower rain,190,2
light intensity shower rain,240,3
light intensity shower rain,260,3
light intensity shower rain,240,3
few clouds,260,3
few clouds,260,2
few clouds,230,3
few clouds,270,1
few clouds,300,1
few clouds,20,1
broken clouds,0,1
overcast clouds,21,1
broken clouds,40,1
broken clouds,80,2
few clouds,29,1
mist,100,1
fog,0,1
fog,60,2
fog,90,2
mist,110,1
scattered clouds,228,0
scattered clouds,280,3
broken clouds,290,4
broken clouds,300,3
few clouds,280,4
few clouds,270,2
few clouds,230,4
few clouds,240,3
sky is clear,360,1
scattered clouds,190,4
scattered clouds,180,3
scattered clouds,150,2
scattered clouds,100,2
scattered clouds,100,3
few clouds,100,4
scattered clouds,100,4
few clouds,100,4
scattered clouds,100,4
scattered clouds,100,4
broken clouds,100,4
broken clouds,110,4
light intensity shower rain,100,5
light intensity shower rain,90,4
light intensity shower rain,90,4
light intensity shower rain,100,6
light intensity shower rain,110,7
light rain,280,1
light rain,110,7
light rain,110,6
light rain,110,6
light rain,110,4
light rain,120,4
light rain,310,1
light rain,100,5
light rain,140,4
light intensity shower rain,110,2
light intensity shower rain,100,3
light intensity shower rain,140,2
light rain,170,1
light rain,140,1
light rain,130,1
light rain,92,1
light intensity shower rain,91,1
mist,30,3
mist,20,2
mist,60,3
fog,100,3
mist,110,3
mist,100,3
mist,100,2
light rain,280,1
mist,240,3
scattered clouds,230,2
few clouds,240,3
few clouds,250,4
light intensity shower rain,280,3
light intensity shower rain,240,2
broken clouds,230,3
broken clouds,220,2
broken clouds,0,1
broken clouds,160,2
broken clouds,100,2
overcast clouds,110,2
overcast clouds,90,2
overcast clouds,100,3
overcast clouds,90,3
overcast clouds,110,2
broken clouds,100,1
light rain,130,1
overcast clouds,110,2
overcast clouds,110,2
light rain,100,3
light rain,120,3
scattered clouds,190,3
scattered clouds,190,3
sky is clear,190,3
light rain,100,3
light rain,190,3
light rain,200,3
light rain,200,3
light intensity shower rain,160,3
light rain,190,3
light rain,180,3
broken clouds,180,2
overcast clouds,190,2
mist,188,1
light rain,188,1
light rain,186,2
mist,160,3
mist,160,3
light rain,80,3
light rain,100,2
scattered clouds,120,3
overcast clouds,170,4
broken clouds,230,2
mist,270,3
light intensity shower rain,280,5
broken clouds,0,2
broken clouds,0,2
proximity shower rain,280,6
sky is clear,360,1
sky is clear,360,1
few clouds,280,7
scattered clouds,280,6
scattered clouds,280,6
few clouds,260,4
sky is clear,200,3
few clouds,260,2
light rain,0,1
sky is clear,140,2
light rain,90,3
few clouds,90,3
sky is clear,80,1
sky is clear,90,3
sky is clear,80,3
mist,80,2
sky is clear,80,3
fog,100,3
mist,120,1
mist,160,1
mist,0,1
mist,128,1
mist,230,2
mist,240,2
mist,240,2
mist,250,3
scattered clouds,280,2
scattered clouds,230,2
mist,290,5
mist,230,3
few clouds,250,1
few clouds,289,0
scattered clouds,12,1
broken clouds,12,1
broken clouds,350,1
overcast clouds,110,2
overcast clouds,80,3
overcast clouds,100,3
overcast clouds,130,3
overcast clouds,100,3
overcast clouds,100,2
light rain,120,3
broken clouds,250,5
broken clouds,130,3
broken clouds,90,2
broken clouds,90,3
light intensity shower rain,240,5
light intensity shower rain,130,3
proximity shower rain,220,5
proximity shower rain,290,4
light intensity shower rain,260,7
broken clouds,220,4
proximity shower rain,280,4
proximity shower rain,270,6
broken clouds,280,7
broken clouds,280,8
broken clouds,290,7
broken clouds,290,9
broken clouds,290,8
scattered clouds,290,10
scattered clouds,290,12
scattered clouds,290,10
few clouds,290,9
few clouds,290,8
light rain,290,10
few clouds,320,4
fog,350,2
fog,10,2
scattered clouds,100,3
few clouds,0,1
few clouds,300,5
few clouds,290,7
few clouds,290,7
few clouds,280,6
few clouds,300,5
few clouds,280,6
few clouds,280,5
few clouds,280,5
few clouds,300,3
light rain,300,2
light rain,340,1
few clouds,310,2
sky is clear,90,1
sky is clear,21,2
sky is clear,21,2
sky is clear,340,1
sky is clear,40,1
sky is clear,320,3
sky is clear,310,4
light rain,320,3
few clouds,310,3
sky is clear,300,4
few clouds,290,5
few clouds,300,6
few clouds,280,7
few clouds,290,7
sky is clear,290,6
sky is clear,310,7
few clouds,310,5
few clouds,300,6
few clouds,290,4
few clouds,300,4
few clouds,300,3
few clouds,300,4
sky is clear,320,3
sky is clear,330,2
sky is clear,360,2
sky is clear,110,3
sky is clear,349,2
sky is clear,290,1
sky is clear,35,1
sky is clear,310,5
sky is clear,35,1
few clouds,100,1
few clouds,70,1
sky is clear,30,1
sky is clear,340,2
sky is clear,330,2
sky is clear,350,2
sky is clear,330,2
sky is clear,360,3
sky is clear,340,2
sky is clear,10,1
sky is clear,360,2
sky is clear,269,1
sky is clear,269,1
sky is clear,269,1
light rain,190,1
light rain,339,0
light rain,190,1
light rain,200,2
sky is clear,170,1
sky is clear,78,1
sky is clear,78,1
sky is clear,65,2
sky is clear,200,1
sky is clear,65,2
fog,0,1
sky is clear,79,2
broken clouds,87,3
sky is clear,350,1
sky is clear,360,2
sky is clear,10,2
sky is clear,270,3
few clouds,270,3
few clouds,250,2
few clouds,290,2
few clouds,270,2
scattered clouds,240,2
broken clouds,0,1
broken clouds,40,0
light rain,40,0
broken clouds,47,2
few clouds,110,1
sky is clear,120,1
sky is clear,190,1
sky is clear,150,2
sky is clear,110,2
light rain,90,2
light rain,90,2
sky is clear,0,1
sky is clear,87,2
sky is clear,90,3
few clouds,100,3
few clouds,100,3
few clouds,130,2
few clouds,110,2
few clouds,250,4
few clouds,250,5
few clouds,240,4
scattered clouds,260,4
scattered clouds,310,1
few clouds,250,3
few clouds,240,2
few clouds,190,1
few clouds,257,0
few clouds,20,1
broken clouds,90,3
broken clouds,90,2
overcast clouds,110,3
overcast clouds,80,2
scattered clouds,73,1
broken clouds,61,2
overcast clouds,100,3
overcast clouds,90,2
mist,270,2
mist,100,4
fog,130,4
mist,90,4
broken clouds,100,4
light intensity shower rain,130,4
light intensity shower rain,110,3
light intensity shower rain,120,4
light intensity shower rain,140,3
light intensity shower rain,140,4
proximity shower rain,130,4
light intensity shower rain,190,4
light rain,210,3
light rain,200,2
light rain,0,2
light rain,110,2
light rain,80,5
light rain,150,1
light rain,100,2
light rain,70,3
moderate rain,70,5
mist,60,4
mist,70,5
mist,100,4
mist,100,3
mist,100,4
mist,90,4
mist,90,4
mist,130,4
mist,110,4
mist,70,2
fog,70,3
fog,80,3
fog,100,3
fog,130,2
light intensity shower rain,210,4
few clouds,220,7
few clouds,210,8
few clouds,210,7
few clouds,220,5
scattered clouds,220,6
few clouds,270,3
scattered clouds,260,2
few clouds,100,2
light rain,90,3
light rain,90,3
light rain,200,4
scattered clouds,80,4
mist,90,3
fog,90,3
mist,90,5
few clouds,100,4
few clouds,90,5
few clouds,120,3
scattered clouds,120,3
proximity shower rain,120,3
broken clouds,130,4
light intensity shower rain,160,6
light rain,160,5
light intensity shower rain,180,5
moderate rain,160,3
light intensity shower rain,150,2
light intensity shower rain,100,3
light intensity shower rain,110,2
shower rain,60,2
moderate rain,50,3
light rain,50,3
light rain,112,2
light rain,112,2
moderate rain,100,1
light rain,100,1
moderate rain,100,1
light rain,8,0
moderate rain,88,2
moderate rain,88,2
light rain,99,1
moderate rain,99,1
light rain,143,2
light rain,208,0
moderate rain,212,1
light rain,208,1
light rain,224,0
light rain,107,2
light rain,80,2
light rain,80,2
moderate rain,80,2
light rain,80,2
light rain,63,2
light rain,63,2
light rain,63,2
light rain,45,1
light rain,45,1
light rain,45,1
scattered clouds,39,1
scattered clouds,39,1
scattered clouds,39,1
sky is clear,26,1
sky is clear,26,1
sky is clear,61,0
sky is clear,117,0
sky is clear,340,1
sky is clear,303,1
sky is clear,270,1
sky is clear,272,1
sky is clear,299,2
sky is clear,272,1
sky is clear,264,1
sky is clear,272,1
sky is clear,272,0
sky is clear,315,1
sky is clear,0,0
sky is clear,322,2
sky is clear,322,2
sky is clear,358,2
sky is clear,358,2
sky is clear,358,2
sky is clear,6,2
sky is clear,6,2
sky is clear,6,2
sky is clear,11,3
sky is clear,2,2
sky is clear,2,2
sky is clear,331,1
sky is clear,331,1
sky is clear,331,1
sky is clear,308,2
sky is clear,143,1
sky is clear,310,2
sky is clear,143,1
sky is clear,143,1
sky is clear,296,0
sky is clear,22,1
sky is clear,303,2
sky is clear,303,2
few clouds,334,2
few clouds,334,2
few clouds,334,2
few clouds,335,1
few clouds,335,1
few clouds,335,1
few clouds,11,2
few clouds,11,2
few clouds,11,2
sky is clear,50,2
sky is clear,85,2
sky is clear,85,2
sky is clear,145,1
sky is clear,176,0
sky is clear,100,0
sky is clear,232,0
sky is clear,228,0
sky is clear,212,1
sky is clear,240,0
sky is clear,180,3
sky is clear,216,0
sky is clear,216,0
sky is clear,240,0
sky is clear,126,1
scattered clouds,112,2
scattered clouds,138,1
scattered clouds,20,0
overcast clouds,105,2
overcast clouds,105,2
overcast clouds,105,2
moderate rain,270,0
moderate rain,143,1
moderate rain,143,1
light rain,121,4
light rain,110,2
light rain,80,6
light rain,45,1
light rain,24,0
moderate rain,127,4
light rain,40,0
light rain,48,0
light rain,28,0
light rain,40,0
light rain,94,2
moderate rain,52,0
light rain,44,0
light rain,89,2
light rain,89,2
light rain,9,1
light rain,290,4
light rain,9,1
few clouds,340,1
few clouds,290,8
few clouds,300,4
few clouds,300,4
few clouds,290,3
few clouds,330,1
scattered clouds,30,2
scattered clouds,127,0
scattered clouds,70,1
few clouds,110,2
few clouds,130,2
few clouds,220,2
scattered clouds,220,2
scattered clouds,100,2
scattered clouds,170,2
broken clouds,140,3
broken clouds,100,1
light rain,320,1
overcast clouds,0,1
overcast clouds,320,1
moderate rain,360,2
broken clouds,350,1
broken clouds,292,2
broken clouds,30,1
overcast clouds,60,4
overcast clouds,60,2
overcast clouds,50,4
overcast clouds,60,4
overcast clouds,40,4
overcast clouds,60,3
light rain,70,4
light rain,60,2
light rain,50,2
broken clouds,50,5
broken clouds,80,4
broken clouds,50,4
sky is clear,70,2
sky is clear,90,2
sky is clear,90,2
few clouds,70,2
few clouds,26,0
few clouds,10,2
sky is clear,10,2
sky is clear,320,3
sky is clear,310,2
sky is clear,330,1
sky is clear,340,1
sky is clear,310,4
few clouds,280,2
few clouds,24,2
few clouds,290,5
sky is clear,300,3
sky is clear,300,4
sky is clear,350,2
sky is clear,50,1
few clouds,50,1
few clouds,320,3
scattered clouds,300,2
scattered clouds,310,4
scattered clouds,220,2
broken clouds,300,5
broken clouds,300,5
broken clouds,280,2
overcast clouds,280,3
overcast clouds,320,1
overcast clouds,280,2
broken clouds,320,1
broken clouds,164,1
broken clouds,270,2
broken clouds,160,1
broken clouds,135,1
broken clouds,300,2
broken clouds,143,1
broken clouds,143,1
broken clouds,280,12
light rain,290,10
light rain,280,13
few clouds,280,13
sky is clear,280,14
sky is clear,280,14
few clouds,290,12
scattered clouds,300,11
scattered clouds,290,11
scattered clouds,300,8
sky is clear,290,10
sky is clear,290,6
sky is clear,300,6
sky is clear,290,8
sky is clear,290,8
sky is clear,300,7
sky is clear,300,5
sky is clear,300,6
sky is clear,300,6
sky is clear,292,2
sky is clear,292,2
sky is clear,300,8
sky is clear,300,7
sky is clear,300,9
sky is clear,300,9
sky is clear,300,9
sky is clear,300,9
sky is clear,300,8
sky is clear,290,9
sky is clear,300,9
sky is clear,300,8
sky is clear,310,8
sky is clear,300,9
sky is clear,300,9
sky is clear,300,8
sky is clear,290,8
sky is clear,300,8
sky is clear,300,6
sky is clear,290,5
sky is clear,228,0
sky is clear,280,2
sky is clear,300,1
sky is clear,280,1
sky is clear,318,1
sky is clear,280,1
sky is clear,280,1
scattered clouds,310,2
scattered clouds,10,1
scattered clouds,340,2
broken clouds,330,2
broken clouds,310,4
broken clouds,340,1
scattered clouds,292,2
scattered clouds,292,2
scattered clouds,320,1
sky is clear,310,1
sky is clear,300,5
sky is clear,290,6
scattered clouds,300,6
scattered clouds,290,5
scattered clouds,290,5
scattered clouds,290,5
scattered clouds,290,4
scattered clouds,260,2
broken clouds,260,2
broken clouds,210,0
broken clouds,210,0
broken clouds,110,1
broken clouds,90,2
broken clouds,90,1
sky is clear,80,2
sky is clear,60,2
sky is clear,90,1
sky is clear,90,2
sky is clear,90,2
sky is clear,75,1
sky is clear,70,1
sky is clear,90,2
sky is clear,110,2
sky is clear,160,2
sky is clear,150,1
sky is clear,230,2
sky is clear,240,3
sky is clear,240,3
sky is clear,240,3
sky is clear,230,3
sky is clear,280,3
sky is clear,280,1
broken clouds,300,1
broken clouds,230,3
broken clouds,20,1
overcast clouds,100,2
overcast clouds,90,3
overcast clouds,80,4
overcast clouds,90,3
overcast clouds,70,3
overcast clouds,60,2
scattered clouds,320,1
scattered clouds,90,4
scattered clouds,70,4
scattered clouds,80,5
light rain,80,5
light rain,50,4
moderate rain,60,4
light rain,70,6
light rain,100,7
light rain,90,7
moderate rain,110,6
light rain,130,7
moderate rain,120,5
light rain,100,4
light rain,120,8
light rain,90,6
light rain,90,6
light rain,90,6
light rain,100,6
light rain,100,4
light rain,110,6
light rain,80,4
light rain,60,3
light rain,50,2
light rain,50,2
light rain,90,5
light rain,100,5
light rain,90,2
light rain,100,2
light rain,27,1
scattered clouds,200,2
light rain,220,3
light rain,330,2
sky is clear,290,4
sky is clear,280,4
sky is clear,290,6
sky is clear,280,5
sky is clear,290,5
sky is clear,280,6
sky is clear,290,6
sky is clear,320,4
sky is clear,300,2
sky is clear,300,4
sky is clear,360,1
sky is clear,160,1
sky is clear,78,1
sky is clear,78,1
sky is clear,78,1
sky is clear,90,4
sky is clear,80,2
sky is clear,90,3
broken clouds,70,2
light rain,100,4
light rain,100,4
light rain,130,2
light rain,100,4
light rain,110,6
light rain,100,7
light rain,100,5
light rain,110,6
broken clouds,110,5
broken clouds,130,6
broken clouds,120,7
overcast clouds,130,8
light rain,100,5
moderate rain,100,4
light rain,100,5
light rain,110,4
moderate rain,100,5
moderate rain,80,6
light rain,90,5
light rain,90,5
light rain,90,6
moderate rain,90,6
moderate rain,90,6
light rain,90,5
light rain,100,6
light rain,90,5
light rain,90,6
light rain,100,5
light rain,100,6
light rain,90,6
light rain,110,7
light rain,120,8
light rain,140,6
light rain,80,5
light rain,130,8
moderate rain,110,7
light rain,100,4
light rain,90,5
light rain,100,2
light rain,90,4
light rain,80,3
light rain,100,6
light rain,49,2
light rain,49,2
few clouds,34,2
few clouds,34,2
few clouds,34,2
scattered clouds,28,1
light rain,21,2
light rain,21,2
light rain,330,1
light rain,330,1
light rain,330,1
broken clouds,274,1
broken clouds,274,1
broken clouds,274,1
few clouds,265,1
few clouds,265,1
few clouds,265,1
sky is clear,241,1
sky is clear,241,1
sky is clear,241,1
sky is clear,143,1
sky is clear,143,1
sky is clear,143,1
broken clouds,107,2
broken clouds,107,2
broken clouds,107,2
light rain,107,2
light rain,107,2
light rain,107,2
light rain,133,2
light rain,135,1
light rain,135,1
light rain,153,2
light rain,153,2
light rain,153,2
light rain,144,3
light rain,144,3
light rain,144,3
light rain,113,3
light rain,113,3
light rain,113,3
moderate rain,115,5
moderate rain,115,5
moderate rain,115,5
heavy intensity rain,129,7
heavy intensity rain,129,7
heavy intensity rain,129,7
moderate rain,137,6
moderate rain,137,6
moderate rain,137,6
light rain,172,5
light rain,172,5
light rain,172,5
light rain,188,4
light rain,189,5
light rain,189,5
light rain,204,5
light rain,204,5
light rain,204,5
light rain,230,3
very heavy rain,230,3
light rain,230,3
light rain,201,1
light rain,201,1
light rain,201,1
scattered clouds,170,1
scattered clouds,170,1
scattered clouds,170,1
overcast clouds,104,2
overcast clouds,104,2
overcast clouds,104,2
light rain,105,2
light rain,105,2
light rain,105,2
light rain,53,1
light rain,53,1
light rain,53,1
moderate rain,31,2
moderate rain,57,2
moderate rain,57,2
moderate rain,66,2
moderate rain,66,2
moderate rain,66,2
moderate rain,66,2
moderate rain,68,2
moderate rain,68,2
moderate rain,56,2
moderate rain,56,2
moderate rain,56,2
moderate rain,56,2
moderate rain,56,2
moderate rain,56,2
light rain,34,1
light rain,34,1
light rain,34,1
light rain,290,2
light rain,290,2
light rain,290,2
light rain,289,2
light rain,289,2
light rain,289,2
broken clouds,283,1
scattered clouds,288,1
scattered clouds,288,1
scattered clouds,157,0
scattered clouds,157,0
scattered clouds,157,0
broken clouds,202,1
broken clouds,202,1
broken clouds,202,1
broken clouds,243,0
broken clouds,243,0
broken clouds,243,0
few clouds,8,1
few clouds,8,1
few clouds,8,1
sky is clear,319,1
sky is clear,319,1
sky is clear,319,1
sky is clear,347,1
sky is clear,347,1
sky is clear,347,1
sky is clear,34,1
sky is clear,34,1
sky is clear,34,1
sky is clear,61,2
scattered clouds,58,2
scattered clouds,58,2
sky is clear,48,1
sky is clear,48,1
sky is clear,48,1
sky is clear,45,0
sky is clear,45,0
sky is clear,45,0
few clouds,29,1
few clouds,29,1
few clouds,29,1
sky is clear,55,2
sky is clear,55,2
sky is clear,55,2
sky is clear,64,3
sky is clear,64,3
sky is clear,64,3
sky is clear,53,2
sky is clear,53,2
sky is clear,53,2
sky is clear,39,2
sky is clear,39,2
sky is clear,39,2
sky is clear,33,3
sky is clear,34,3
sky is clear,34,3
sky is clear,40,1
sky is clear,40,1
sky is clear,40,1
sky is clear,70,1
sky is clear,70,1
sky is clear,70,1
sky is clear,32,0
sky is clear,32,0
sky is clear,32,0
sky is clear,348,1
sky is clear,348,1
sky is clear,348,1
sky is clear,7,1
sky is clear,7,1
sky is clear,7,1
sky is clear,35,2
sky is clear,35,2
sky is clear,35,2
sky is clear,47,1
sky is clear,47,1
sky is clear,47,1
sky is clear,57,1
sky is clear,59,1
sky is clear,59,1
sky is clear,71,1
sky is clear,71,1
sky is clear,71,1
few clouds,87,1
few clouds,87,1
few clouds,87,1
broken clouds,352,0
broken clouds,352,0
broken clouds,352,0
broken clouds,51,0
broken clouds,51,0
broken clouds,51,0
light rain,93,3
light rain,93,3
light rain,93,3
moderate rain,91,4
moderate rain,91,4
moderate rain,91,4
moderate rain,97,4
moderate rain,97,4
moderate rain,97,4
heavy intensity rain,99,4
heavy intensity rain,120,4
heavy intensity rain,120,4
light rain,165,3
light rain,165,3
light rain,165,3
light rain,92,1
light rain,92,1
light rain,92,1
light rain,72,3
light rain,72,3
light rain,72,3
moderate rain,71,4
moderate rain,71,4
moderate rain,71,4
moderate rain,153,5
moderate rain,153,5
moderate rain,153,5
moderate rain,132,5
moderate rain,132,5
moderate rain,132,5
moderate rain,137,7
moderate rain,137,7
moderate rain,137,7
moderate rain,144,8
heavy intensity rain,144,8
moderate rain,146,7
moderate rain,142,7
moderate rain,142,7
moderate rain,142,7
moderate rain,213,7
moderate rain,213,7
moderate rain,213,7
moderate rain,215,3
moderate rain,215,3
moderate rain,215,3
moderate rain,182,3
moderate rain,182,3
moderate rain,182,3
moderate rain,139,3
moderate rain,139,3
moderate rain,139,3
light rain,137,3
light rain,137,3
light rain,137,3
moderate rain,102,3
moderate rain,102,3
moderate rain,102,3
light rain,88,3
light rain,88,3
light rain,101,2
light rain,64,2
light rain,64,2
light rain,64,2
light rain,73,3
light rain,73,3
light rain,73,3
moderate rain,80,4
heavy intensity rain,80,4
moderate rain,80,4
moderate rain,80,4
moderate rain,91,5
moderate rain,91,5
moderate rain,91,5
heavy intensity rain,131,9
heavy intensity rain,131,9
heavy intensity rain,131,9
heavy intensity rain,173,9
heavy intensity rain,173,9
heavy intensity rain,204,5
heavy intensity rain,204,5
heavy intensity rain,204,5
light rain,132,3
moderate rain,130,4
moderate rain,130,4
moderate rain,131,4
moderate rain,131,4
moderate rain,131,4
moderate rain,123,3
moderate rain,123,3
moderate rain,123,3
moderate rain,98,2
moderate rain,98,2
moderate rain,98,2
moderate rain,78,3
moderate rain,78,3
moderate rain,78,3
moderate rain,57,3
moderate rain,57,3
moderate rain,57,3
moderate rain,55,2
moderate rain,55,2
moderate rain,55,2
light rain,67,2
light rain,67,2
light rain,67,2
light rain,75,2
light rain,89,2
light rain,89,2
light rain,92,1
light rain,92,1
light rain,92,1
light rain,121,2
light rain,121,2
light rain,121,2
light rain,155,1
light rain,155,1
light rain,155,1
light rain,160,1
light rain,160,1
light rain,160,1
light rain,143,2
light rain,143,2
light rain,143,2
broken clouds,101,1
broken clouds,101,1
broken clouds,101,1
light rain,59,1
light rain,59,1
light rain,59,1
light rain,63,1
light rain,63,1
light rain,63,1
light rain,103,0
light rain,103,0
light rain,103,0
light rain,170,0
light rain,170,0
light rain,170,0
broken clouds,143,1
broken clouds,143,1
broken clouds,143,1
light rain,128,2
light rain,128,2
light rain,128,2
light rain,112,2
light rain,112,2
light rain,112,2
light rain,107,1
light rain,107,1
light rain,107,1
light rain,77,2
light rain,77,2
light rain,77,2
light rain,78,1
light rain,78,1
overcast clouds,78,2
light rain,75,3
light rain,75,3
light rain,75,3
light rain,121,3
light rain,121,3
light rain,121,3
moderate rain,124,4
moderate rain,124,4
moderate rain,124,4
moderate rain,93,3
moderate rain,93,3
moderate rain,93,3
moderate rain,70,3
moderate rain,70,3
moderate rain,70,3
moderate rain,70,3
moderate rain,73,3
moderate rain,73,3
moderate rain,74,2
moderate rain,74,2
moderate rain,74,2
moderate rain,94,2
light rain,95,2
light rain,103,2
light rain,110,2
light rain,110,2
light rain,110,2
moderate rain,127,1
moderate rain,127,1
moderate rain,127,1
light rain,174,1
light rain,174,1
light rain,174,1
light rain,283,0
light rain,283,0
light rain,283,0
few clouds,161,0
few clouds,161,0
few clouds,161,0
scattered clouds,110,1
scattered clouds,110,1
scattered clouds,110,1
broken clouds,96,2
broken clouds,96,2
broken clouds,96,2
few clouds,64,2
few clouds,64,2
few clouds,71,2
broken clouds,81,2
broken clouds,81,2
broken clouds,81,2
light rain,115,1
light rain,115,1
light rain,115,1
light rain,113,2
light rain,113,2
light rain,113,2
moderate rain,154,2
moderate rain,154,2
moderate rain,154,2
light rain,190,1
light rain,190,1
light rain,190,1
light rain,106,1
light rain,106,1
light rain,106,1
light rain,93,2
light rain,93,2
light rain,93,2
light rain,89,1
light rain,89,1
light rain,87,1
light rain,59,1
light rain,59,1
light rain,59,1
light rain,59,1
sky is clear,52,1
sky is clear,52,1
sky is clear,52,1
scattered clouds,48,1
scattered clouds,48,1
scattered clouds,48,1
broken clouds,52,1
broken clouds,52,1
broken clouds,52,1
overcast clouds,73,2
overcast clouds,73,2
overcast clouds,73,2
light rain,96,2
light rain,96,2
light rain,96,2
light rain,102,3
light rain,102,3
light rain,102,3
light rain,124,3
light rain,124,3
light rain,124,3
moderate rain,69,2
moderate rain,69,2
moderate rain,69,2
light rain,41,1
light rain,41,1
light rain,41,1
overcast clouds,67,1
overcast clouds,67,1
overcast clouds,67,1
light rain,44,3
light rain,44,3
light rain,44,3
light rain,51,3
light rain,51,3
light rain,51,3
