Vancouver,temp
sky is clear,282.33
light rain,281.95
sky is clear,282.95
sky is clear,283.33
sky is clear,283.24
light rain,283.16
moderate rain,282.08
sky is clear,280.77
sky is clear,280.67
sky is clear,280.05
sky is clear,279.83
sky is clear,279.88
sky is clear,279.54
sky is clear,278.9
sky is clear,277.53
overcast clouds,276.82
light intensity shower rain,276.77
sky is clear,276.47
sky is clear,276.27
sky is clear,276.46
sky is clear,276.11
sky is clear,275.89
sky is clear,276.07
sky is clear,276.29
sky is clear,276.77
sky is clear,277.25
sky is clear,277.95
sky is clear,278.94
sky is clear,279.03
sky is clear,278.95
sky is clear,278.18
sky is clear,277.26
sky is clear,277.04
sky is clear,275.33
sky is clear,274.94
sky is clear,274.68
sky is clear,275.09
sky is clear,274.63
sky is clear,274.15
sky is clear,274.09
sky is clear,273.46
sky is clear,273.59
sky is clear,272.93
sky is clear,272.52
sky is clear,273.06
sky is clear,272.46
sky is clear,272.15
sky is clear,272.83
sky is clear,273.33
sky is clear,275.71
sky is clear,276.74
sky is clear,276.84
sky is clear,277.28
sky is clear,276.78
sky is clear,276.17
sky is clear,275.36
sky is clear,274.09
sky is clear,273.59
sky is clear,272.66
sky is clear,272.32
sky is clear,271.68
sky is clear,271.8
sky is clear,271.41
sky is clear,270.88
sky is clear,270.95
sky is clear,271.92
sky is clear,270.94
sky is clear,270.99
sky is clear,271
sky is clear,270.79
sky is clear,270.57
sky is clear,270.71
sky is clear,271.68
sky is clear,273.31
sky is clear,275.4
sky is clear,275.52
sky is clear,275.45
sky is clear,275.16
sky is clear,274.37
sky is clear,273.41
sky is clear,272.8
sky is clear,271.91
sky is clear,271.47
sky is clear,271.09
sky is clear,271.15
sky is clear,270.92
sky is clear,270.33
sky is clear,269.98
sky is clear,269.76
sky is clear,269.98
sky is clear,269.62
sky is clear,269.89
sky is clear,269.77
sky is clear,269.91
sky is clear,269.97
sky is clear,269.96
sky is clear,270.88
sky is clear,271.95
sky is clear,272.41
sky is clear,273.02
sky is clear,273.39
sky is clear,272.68
sky is clear,272.29
sky is clear,271.9
sky is clear,271.6
sky is clear,271.27
sky is clear,271.44
sky is clear,270.87
sky is clear,270.39
sky is clear,270.39
sky is clear,269.71
sky is clear,269.44
sky is clear,269.15
sky is clear,268.79
sky is clear,268.33
sky is clear,268.42
sky is clear,268.42
sky is clear,268.24
sky is clear,268.2
sky is clear,268.27
sky is clear,269.81
sky is clear,270.49
sky is clear,272.05
sky is clear,272.14
sky is clear,271.93
sky is clear,271.18
sky is clear,270.665
sky is clear,270.15
sky is clear,269.58
sky is clear,268.99
sky is clear,268.74
sky is clear,268.6
sky is clear,268.77
sky is clear,268.01
sky is clear,267.91
sky is clear,267.63
sky is clear,267.34
sky is clear,267.32
sky is clear,267.06
sky is clear,266.5
sky is clear,266.71
sky is clear,266.36
sky is clear,266.33
sky is clear,266.39
sky is clear,268.37
sky is clear,269.45
sky is clear,270.07
sky is clear,271.06
sky is clear,270.9
sky is clear,270.62
sky is clear,270.1
sky is clear,269.58
sky is clear,268.76
sky is clear,268.06
sky is clear,267.84
sky is clear,267.22
sky is clear,267.14
sky is clear,266.19
sky is clear,267.22
sky is clear,267.3
sky is clear,267.37
sky is clear,267.7
sky is clear,267.89
sky is clear,268
sky is clear,268.09
sky is clear,268.47
sky is clear,268.73
sky is clear,269.04
sky is clear,269.44
sky is clear,269.94
sky is clear,270.77
sky is clear,272.14
sky is clear,272.26
sky is clear,271.82
sky is clear,271.185
sky is clear,270.55
sky is clear,269.67
sky is clear,269.56
sky is clear,268.93
sky is clear,268.52
sky is clear,268.27
sky is clear,268.94
sky is clear,269.75
sky is clear,269.91
sky is clear,269.91
sky is clear,270.2
sky is clear,270.3
sky is clear,270.54
sky is clear,270.65
sky is clear,270.56
sky is clear,270.22
sky is clear,269.94
light snow,270.54
light snow,270.97
light snow,271.15
sky is clear,271.24
sky is clear,271.19
proximity shower rain,271.85
sky is clear,271.58
sky is clear,271.31
sky is clear,271.44
sky is clear,271.5
sky is clear,271.36
sky is clear,271.59
sky is clear,271.71
sky is clear,271.76
overcast clouds,271.76
sky is clear,272.38
sky is clear,272.03
sky is clear,272.13
sky is clear,272.13
sky is clear,272.19
sky is clear,272.61
sky is clear,272.62
sky is clear,272.655
sky is clear,272.69
sky is clear,273.44
sky is clear,273.35
sky is clear,274.16
light snow,274.3
mist,274.31
light shower snow,274.12
sky is clear,274.14
sky is clear,274.16
sky is clear,274.12
sky is clear,274.38
sky is clear,274.28
sky is clear,274.56
sky is clear,274.48
sky is clear,274.57
sky is clear,274.36
sky is clear,274.15
sky is clear,274.29
sky is clear,274.58
sky is clear,274.29
sky is clear,273.88
sky is clear,274.11
sky is clear,274.28
sky is clear,274.17
light rain,274.2
mist,274.56
mist,275.24
mist,275.77
mist,275.97
moderate rain,276.56
light rain,275.83
light rain,275.05
sky is clear,275.1
sky is clear,274.935
sky is clear,274.77
sky is clear,274.3
light rain,274.33
sky is clear,274.03
sky is clear,274.01
sky is clear,273.89
sky is clear,273.73
sky is clear,274.06
sky is clear,273.72
sky is clear,273.38
sky is clear,273.97
sky is clear,273.65
mist,274.62
mist,275.08
mist,276.85
overcast clouds,276.81
light rain,276.66
light rain,276.82
light rain,277.39
mist,278.15
mist,276.93
light intensity shower rain,276.68
light intensity shower rain,276.78
mist,277.89
mist,277.05
light rain,277.27
light rain,277.28
mist,277.76
light rain,276.636
mist,277.76
mist,276.93
mist,277.77
mist,277.76
mist,276.93
mist,277.15
mist,277.16
light intensity shower rain,277.42
mist,277.24
mist,278.32
mist,278.33
mist,278.93
mist,279.09
mist,278.36
overcast clouds,278.45
mist,278.54
mist,279.09
overcast clouds,278.87
overcast clouds,278.05
light intensity drizzle,278.27
overcast clouds,278.25
overcast clouds,278.25
overcast clouds,278.25
mist,278.28
overcast clouds,278.26
overcast clouds,278.05
overcast clouds,278.28
overcast clouds,278.48
overcast clouds,278.48
mist,278.78
mist,278.46
light rain,279.39
light rain,279.33
light rain,279.76
light rain,279.99
light rain,280.14
light rain,279.76
mist,279.41
broken clouds,279.975
fog,280.54
light rain,280.62
light rain,280.15
light intensity shower rain,280.15
light intensity shower rain,280.38
overcast clouds,280.38
overcast clouds,280.15
overcast clouds,280.52
overcast clouds,280.33
overcast clouds,280.72
overcast clouds,280.5
overcast clouds,279.93
light intensity shower rain,280.38
light intensity shower rain,280.45
overcast clouds,280.6
overcast clouds,280.83
overcast clouds,280.5
light rain,280.74
overcast clouds,280.95
overcast clouds,280.95
broken clouds,280.89
broken clouds,281.38
broken clouds,281.52
broken clouds,281.495
broken clouds,281.47
proximity shower rain,280.62
proximity shower rain,279.89
fog,279.82
fog,278.92
fog,279.38
mist,279.45
mist,278.93
fog,278.76
mist,278.26
fog,277.67
fog,277.59
fog,277.52
mist,277.3
light rain,275.265
fog,276.47
sky is clear,276.5
sky is clear,276.37
sky is clear,277.48
sky is clear,278.26
scattered clouds,277.492
sky is clear,279.4
sky is clear,279.92
sky is clear,279.86
light rain,278.644
sky is clear,279.6
light rain,279.45
sky is clear,278.2
sky is clear,277.555
fog,276.91
sky is clear,276.57
fog,276.23
fog,275.97
fog,275.4
sky is clear,275.425
fog,275.45
sky is clear,275.44
sky is clear,275.48
sky is clear,275.71
sky is clear,275.71
light rain,276.06
light rain,276.41
light rain,276.62
light rain,276.95
sky is clear,277.45
light rain,277.075
light rain,277.53
sky is clear,277.96
light rain,278.34
sky is clear,278.31
light rain,278.28
sky is clear,277.66
sky is clear,278.34
sky is clear,278.14
light rain,277.703
sky is clear,278.41
sky is clear,278.6
sky is clear,278.77
sky is clear,278.52
fog,278.54
light rain,277.8705
mist,278.35
sky is clear,278.33
sky is clear,278.15
sky is clear,277.67
sky is clear,277.73
sky is clear,277.855
sky is clear,277.98
sky is clear,277.98
light rain,277.2695
sky is clear,278.62
sky is clear,277.19
sky is clear,277.78
sky is clear,277.68
light rain,276.066
sky is clear,276.57
sky is clear,280.9565
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,273.73
sky is clear,272.2
sky is clear,273.11
sky is clear,271.86
sky is clear,271.78
sky is clear,271.7
sky is clear,271.39
sky is clear,271.32
sky is clear,271.25
sky is clear,272.3
sky is clear,273.6
sky is clear,273.59
light snow,273.58
sky is clear,274.81
sky is clear,274.26
sky is clear,274.43
light snow,273.85
light snow,273.68
scattered clouds,272.2385
sky is clear,274.15
scattered clouds,272.3985
sky is clear,274
light snow,274.06
scattered clouds,271.677
sky is clear,272.28
light snow,271.87
light snow,271.96
light snow,271.8
light snow,271.74
light rain,271.775
light snow,271.81
snow,271.68
snow,272.0575
light snow,272.77
sky is clear,273.015
sky is clear,273.26
moderate rain,273.505
mist,273.75
mist,274.14
mist,274.01
mist,273.66
light rain,274.54
light rain,274.45
light rain,274.415
light rain,274.38
light rain,274.105
light rain,273.83
light rain,273.85
light rain,274.135
sky is clear,274.42
light rain,274.45
sky is clear,274.1
light rain,273.93
light snow,272.2185
sky is clear,274.03
light rain,274.16
light rain,274.29
light rain,274.7
light rain,274.75
mist,275.08
mist,275.71
moderate rain,275.645
light intensity drizzle,275.58
mist,275.28
light rain,275.25
mist,275.22
light intensity drizzle,274.66
light intensity drizzle rain,275.43
light rain,275.255
light intensity drizzle rain,275.08
light intensity drizzle rain,275.38
light rain,275.28
light rain,274.82
moderate rain,274.81
light rain,274.82
light intensity shower rain,275.15
light intensity shower rain,275.2
light rain,274.82
light rain,274.8975
light intensity drizzle,275.19
light rain,275.37
light intensity drizzle,275.6
mist,276.19
mist,276.45
moderate rain,276.493
mist,277.09
light rain,276.58
mist,276.54
light rain,276.76
mist,276.98
mist,276.72
mist,277
moderate rain,276.4755
mist,276.97
mist,277.21
mist,277.72
mist,277.82
light rain,278.035
mist,278.25
mist,279.21
mist,280.4
light rain,280.19
light rain,279.98
light rain,280.225
mist,280.47
mist,281.05
light intensity shower rain,281.53
light rain,280.2135
proximity shower rain,281.77
mist,281.91
mist,281.97
light intensity shower rain,281.54
sky is clear,280.94
mist,280.34
sky is clear,279.81
sky is clear,279.22
sky is clear,278.0385
sky is clear,279.22
sky is clear,278.24
sky is clear,277.46
sky is clear,278.16
sky is clear,277.7
sky is clear,277.45
sky is clear,277.13
sky is clear,276.81
sky is clear,277.29
sky is clear,277.23
overcast clouds,276.82
sky is clear,277.31
sky is clear,277.55
sky is clear,277.79
sky is clear,278.27
sky is clear,278.92
sky is clear,279.11
sky is clear,279.3
sky is clear,278.91
sky is clear,278.475
sky is clear,278.04
sky is clear,275.743
sky is clear,277.92
sky is clear,277.24
sky is clear,276.93
sky is clear,276.49
sky is clear,273.6215
sky is clear,275.55
sky is clear,275.45
sky is clear,272.752
fog,274.64
sky is clear,273.69
sky is clear,274.3
sky is clear,274.51
sky is clear,274.72
mist,274.99
mist,275.43
scattered clouds,275.72
mist,276.01
mist,276.69
mist,277.52
scattered clouds,276.4145
fog,277.52
sky is clear,277.55
fog,277.58
sky is clear,277.25
sky is clear,277.29
sky is clear,277.33
sky is clear,277.27
light rain,277.3
light rain,277.25
light rain,276.96
moderate rain,277.4
moderate rain,277.29
light rain,276.161
moderate rain,277.42
light rain,277.52
light rain,277.51
sky is clear,277.68
mist,277.93
mist,278.34
mist,278.88
light rain,277.6375
mist,279.28
light intensity shower rain,280.51
light rain,278.2073333
light rain,278.9136667
sky is clear,279.62
sky is clear,278.99
few clouds,276.8855
sky is clear,278.67
sky is clear,278.44
sky is clear,277.44
sky is clear,277.52
sky is clear,276.65
light rain,276.36
fog,276.23
sky is clear,276.56
sky is clear,276.47
sky is clear,276.45
sky is clear,276.83
sky is clear,277.21
light intensity shower rain,277.38
light rain,277.65
mist,277.92
mist,278.61
light intensity shower rain,278.59
moderate rain,279.17
light intensity shower rain,279.69
sky is clear,281.24
sky is clear,280.81
sky is clear,280.39
heavy intensity rain,278.4755
sky is clear,279.92
sky is clear,279.435
sky is clear,278.95
sky is clear,276.5715
sky is clear,278.69
sky is clear,278.55
fog,277.81
sky is clear,278.195
sky is clear,278.58
sky is clear,278.01
overcast clouds,277.89
sky is clear,278.2
light rain,277.2175
sky is clear,278.26
light rain,277.0575
mist,277.88
fog,278.77
sky is clear,279.04
sky is clear,279.31
sky is clear,279.18
light rain,279.05
sky is clear,279.68
sky is clear,279.5
sky is clear,279.32
mist,278.45
sky is clear,278.6
sky is clear,278.54
sky is clear,278.15
sky is clear,278.1
sky is clear,277.66
sky is clear,277.21
mist,276.83
mist,277.04
scattered clouds,276.945
fog,276.85
scattered clouds,277.185
mist,277.52
light rain,277.4
fog,277.28
mist,277.65
mist,277.94
light rain,276.715
mist,278.25
mist,278.32
mist,278.76
light rain,278.44
light rain,278.59
light rain,277.127
sky is clear,278.14
sky is clear,278.34
sky is clear,278.23
sky is clear,278.1
sky is clear,278.07
sky is clear,277.92
sky is clear,277.87
sky is clear,277.89
sky is clear,277.75
sky is clear,277.86
sky is clear,277.88
sky is clear,277.84
sky is clear,278.08
sky is clear,278.05
mist,278.2
light rain,278.83
light rain,279.18
light rain,279.41
sky is clear,279.75
light rain,280.04
sky is clear,280.21
sky is clear,280.14
sky is clear,279.94
sky is clear,279.58
light rain,279.49
sky is clear,279.27
sky is clear,279.2
sky is clear,279.26
sky is clear,279.12
moderate rain,278.91
sky is clear,279.07
sky is clear,279.17
sky is clear,278.9
sky is clear,278.88
light rain,279.06
light rain,278.315
light rain,279.17
mist,279.18
mist,279.18
moderate rain,278.3885
mist,279.44
mist,279.43
mist,279.83
mist,279.79
mist,280.24
moderate rain,279.218
broken clouds,279.87
sky is clear,279.77
sky is clear,279.64
sky is clear,279.26
moderate rain,278.255
moderate rain,279.03
mist,278.95
scattered clouds,277.808
sky is clear,278.64
fog,278.33
mist,277.95
sky is clear,277.79
mist,277.63
sky is clear,277.51
sky is clear,275.56
fog,277.25
mist,276.91
light rain,277.59
sky is clear,277.87
light rain,278.15
sky is clear,279.05
sky is clear,279.35
sky is clear,279.82
light intensity shower rain,279.36
mist,279.39
moderate rain,279.17
overcast clouds,278.8
scattered clouds,282.0715
sky is clear,285.343
light intensity shower rain,278.69
moderate rain,278.655
light intensity shower rain,278.62
light intensity shower rain,278.8
light intensity shower rain,278.91
light intensity shower rain,278.86
light intensity shower rain,278.95
light intensity shower rain,278.69
light rain,278.82
moderate rain,278.86
mist,278.85
moderate rain,278.835
mist,278.82
light rain,279.35
moderate rain,279.485
moderate rain,279.62
moderate rain,279.64
mist,279.66
light intensity shower rain,279.84
mist,279.54
moderate rain,279.805
moderate rain,280.07
mist,280
moderate rain,280.16
light rain,279.51
light rain,279.16
sky is clear,278.81
sky is clear,278.47
sky is clear,278.39
sky is clear,277.7
sky is clear,276.94
sky is clear,276.57
sky is clear,276.2
sky is clear,276.06
mist,276.11
light rain,276.08
mist,276.05
light intensity shower rain,276.36
sky is clear,277.1
sky is clear,278.39
sky is clear,279.46
sky is clear,280.09
sky is clear,279.825
sky is clear,279.56
sky is clear,278.01
sky is clear,276.22
sky is clear,275.9
sky is clear,275.47
sky is clear,275.04
sky is clear,274.605
sky is clear,274.17
sky is clear,274.91
sky is clear,274.11
sky is clear,273.31
sky is clear,274.4
sky is clear,273.92
scattered clouds,273.0995
sky is clear,274.38
fog,273.23
sky is clear,273.135
fog,273.04
sky is clear,275.44
sky is clear,275.835
sky is clear,276.23
sky is clear,277.02
sky is clear,277.97
sky is clear,278.1
sky is clear,277.275
sky is clear,276.45
sky is clear,274.33
sky is clear,274.185
sky is clear,274.04
sky is clear,273.65
sky is clear,273.26
sky is clear,273
sky is clear,272.93
sky is clear,272.66
sky is clear,272.32
sky is clear,270.5495
sky is clear,271.51
sky is clear,271.47
fog,271.3
fog,271.38
fog,271.74
light rain,272.92
sky is clear,274.65
sky is clear,275.5
sky is clear,276.35
light rain,277.21
sky is clear,277.67
sky is clear,276.9
sky is clear,276.19
sky is clear,275.1715
sky is clear,274.79
sky is clear,274.16
sky is clear,272.551
sky is clear,273.11
sky is clear,272.985
sky is clear,272.86
sky is clear,272.71
sky is clear,272.33
sky is clear,272.34
sky is clear,272.12
sky is clear,272.32
few clouds,271.0145
fog,272.15
sky is clear,272.08
sky is clear,272.01
sky is clear,272.83
sky is clear,273.765
sky is clear,274.7
light rain,275.155
light rain,275.61
sky is clear,276.8
sky is clear,276.62
sky is clear,276.44
sky is clear,275.59
sky is clear,275.755
sky is clear,275.92
sky is clear,275.95
sky is clear,276.25
sky is clear,275.93
sky is clear,275.64
sky is clear,275.92
sky is clear,275.96
moderate rain,276.15
light rain,275.0195
moderate rain,275.96
light rain,275.93
light rain,276.31
moderate rain,276.76
moderate rain,276.585
moderate rain,276.41
light rain,277.17
light rain,277.305
mist,277.44
light rain,277.91
mist,278.18
mist,278.67
mist,278.55
light rain,278.95
light rain,277.7545
light intensity drizzle,279.08
mist,278.99
mist,279.07
mist,278.98
mist,278.88
mist,278.96
mist,278.78
mist,278.9
mist,278.9
mist,278.81
mist,278.95
light intensity drizzle,278.7
light intensity drizzle,278.86
light intensity drizzle,279
mist,279.22
mist,279.53
moderate rain,279.68
moderate rain,279.83
moderate rain,279.87
moderate rain,279.71
moderate rain,279.83
light rain,279.8
light rain,279.77
light rain,280.22
light rain,280.38
light rain,280.34
moderate rain,279.551
moderate rain,280.46
moderate rain,279.86
moderate rain,279.51
light rain,279.55
sky is clear,279.43
sky is clear,279.33
sky is clear,279
heavy intensity rain,277.7495
sky is clear,278.47
broken clouds,277.62
heavy intensity rain,276.805
sky is clear,277.35
sky is clear,277.81
proximity shower rain,278.65
light rain,278.61
mist,278.57
moderate rain,277.52
mist,277.39
mist,277.15
moderate rain,276.7545
mist,276.92
light rain,277.13
light rain,277.38
overcast clouds,278.46
sky is clear,277.79
sky is clear,277.35
moderate rain,277.4615
sky is clear,277.38
moderate rain,278.0815
sky is clear,278.59
sky is clear,279.55
light rain,278.957
light rain,279.65
light rain,279.42
light rain,279.345
light intensity shower rain,279.27
light intensity shower rain,279.34
sky is clear,279.615
sky is clear,279.89
sky is clear,280.33
moderate rain,279.1825
light rain,279.29
light rain,278.53
moderate rain,278.815
moderate rain,279.1
mist,278.5
heavy intensity rain,278.3905
mist,278.37
moderate rain,278.79
mist,279.21
mist,279.01
mist,279.86
heavy intensity rain,282.03
moderate rain,282.47
moderate rain,281.99
moderate rain,281.51
light rain,280.42
light rain,280.225
light rain,280.03
sky is clear,280.28
light rain,279.97
mist,280.1
very heavy rain,279.307
light rain,280.4
light rain,280.44
broken clouds,280.15
scattered clouds,280.15
sky is clear,280.15
light rain,279.96
sky is clear,279.13
moderate rain,279.03
sky is clear,279.01
sky is clear,279.285
sky is clear,279.56
sky is clear,279.26
sky is clear,279.15
sky is clear,279.13
sky is clear,279.03
sky is clear,278.91
sky is clear,278.71
sky is clear,278.915
light intensity shower rain,279.12
mist,277.48
moderate rain,277.075
mist,276.67
mist,277.13
mist,277.26
light rain,277.35
mist,277.44
mist,278
light rain,278.265
mist,278.53
light rain,278.46
sky is clear,278.39
sky is clear,278.49
light rain,277.8745
sky is clear,278.66
sky is clear,279.05
sky is clear,279.75
sky is clear,279.37
sky is clear,278.99
sky is clear,281.14
sky is clear,279.61
sky is clear,279.53
sky is clear,280.42
light rain,280.71
light intensity shower rain,281.57
sky is clear,281.62
light intensity shower rain,281.67
sky is clear,282.19
light rain,282.338
light rain,282.83
sky is clear,283.77
sky is clear,282.96
sky is clear,282.69
sky is clear,282.42
sky is clear,282.08
sky is clear,281.93
sky is clear,281.8
sky is clear,281.39
sky is clear,281.02
sky is clear,280.867
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
overcast clouds,279.3302277
overcast clouds,280.15
scattered clouds,282.7465
sky is clear,285.343
broken clouds,282.15
light intensity shower rain,282.15
broken clouds,281.5
light intensity shower rain,280.85
overcast clouds,281.39
overcast clouds,281.3910978
sky is clear,285.343
light intensity shower rain,281.04
overcast clouds,280.49
overcast clouds,280.49
scattered clouds,280.73
sky is clear,280.97
sky is clear,280.79
light rain,280.5900167
sky is clear,280.65
sky is clear,280.61
sky is clear,280.6
sky is clear,280.29
sky is clear,280.3
sky is clear,279.85
sky is clear,279.68
sky is clear,279.5
fog,279.38
fog,279.54
sky is clear,279.87
sky is clear,280.56
sky is clear,281.29
sky is clear,281.425
sky is clear,281.56
sky is clear,281.44
sky is clear,280.77
few clouds,279.7145
sky is clear,279.59
fog,279.19
sky is clear,279.16
sky is clear,278.51
sky is clear,278.41
mist,277.67
mist,276.11
sky is clear,276.41
mist,276.71
sky is clear,275.98
light rain,274.97
fog,275.62
fog,275.45
fog,275.13
sky is clear,274.895
fog,274.66
fog,276.02
mist,277.05
mist,278.86
sky is clear,279.71
sky is clear,280.93
sky is clear,280.97
sky is clear,283.1565
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
overcast clouds,275.8526362
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
light rain,278.73
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,285.343
sky is clear,276.85
sky is clear,277.09
sky is clear,277.05
sky is clear,277.115
sky is clear,277.18
fog,277.21
mist,277.31
mist,277.59
sky is clear,277.93
sky is clear,278.11
sky is clear,278.71
sky is clear,279.03
sky is clear,279.31
sky is clear,278.37
sky is clear,277.77
sky is clear,276.91
sky is clear,276.805
sky is clear,276.7
sky is clear,277.03
sky is clear,276.71
fog,276.87
mist,276.61
mist,276.57
mist,276.68
mist,276.49
sky is clear,276.41
mist,276.33
sky is clear,275.46
sky is clear,275.68
sky is clear,275.49
sky is clear,275.63
sky is clear,276.02
sky is clear,276.41
sky is clear,277.78
sky is clear,277.96
sky is clear,278.14
sky is clear,279.67
sky is clear,278.54
sky is clear,277.68
sky is clear,277.25
sky is clear,276.82
sky is clear,276.68
sky is clear,276.16
sky is clear,275.51
sky is clear,276.15
few clouds,274.358
sky is clear,275.08
mist,274.96
moderate rain,274.76
moderate rain,274.76
fog,274.76
mist,274.92
fog,274.79
mist,275.03
fog,275.96
scattered clouds,276.305
fog,276.65
mist,277.78
sky is clear,278.54
light rain,278.98
sky is clear,279.03
sky is clear,278.985
sky is clear,278.94
sky is clear,278.68
sky is clear,278.36
sky is clear,278.62
sky is clear,278.19
light rain,277.86
light rain,277.53
sky is clear,277.86
sky is clear,276.79
sky is clear,276.67
sky is clear,276.68
sky is clear,276.67
sky is clear,277.11
overcast clouds,277.22
sky is clear,277.15
sky is clear,274.6865
sky is clear,277.32
sky is clear,277.66
sky is clear,278.7
sky is clear,279.43
sky is clear,280.45
sky is clear,282.2
sky is clear,280.48
sky is clear,279.385
sky is clear,278.29
sky is clear,276.4395
sky is clear,278.16
sky is clear,277.21
sky is clear,277.02
sky is clear,276.84
sky is clear,276.59
sky is clear,275.82
sky is clear,275.15
sky is clear,273.9715
sky is clear,275.57
sky is clear,275.17
sky is clear,274.77
scattered clouds,274.69
few clouds,274.395
sky is clear,274.1
fog,275.49
light rain,276.305
light rain,277.12
light rain,277.62
sky is clear,279.1
overcast clouds,280.15
sky is clear,279.93
scattered clouds,279.29
broken clouds,278.65
sky is clear,277.05
sky is clear,276.95
fog,276.85
fog,276.53
fog,275.87
fog,275.79
fog,275.87
fog,275.89
fog,275.97
fog,275.51
scattered clouds,275.75
fog,275.99
fog,275.52
fog,275.11
mist,274.53
fog,275.07
fog,276.08
mist,278.17
mist,280.09
mist,281.22
fog,282.05
fog,282.69
sky is clear,281.89
sky is clear,280.23
mist,278.57
sky is clear,278.38
sky is clear,278.19
fog,277.73
mist,277.09
sky is clear,276.3145
mist,277.3
mist,276.5
mist,276.84
fog,276.11
fog,275.67
scattered clouds,276.015
mist,276.36
fog,275.73
fog,276.04
sky is clear,276.39
fog,276.74
sky is clear,279.22
sky is clear,280.66
sky is clear,281.14
fog,282.89
fog,281.74
scattered clouds,280.485
smoke,279.23
sky is clear,277.74
sky is clear,277.1
fog,276.46
fog,275.72
sky is clear,275.415
fog,275.11
sky is clear,274.028
fog,275.58
fog,275.78
fog,275.95
sky is clear,274.875
fog,273.8
scattered clouds,273.6
overcast clouds,273.4
overcast clouds,273.09
overcast clouds,273.45
light rain,274.6
light rain,275.91
overcast clouds,277.14
overcast clouds,278.16
overcast clouds,278.29
overcast clouds,278.29
overcast clouds,277.86
overcast clouds,277.18
overcast clouds,276.04
overcast clouds,275.92
overcast clouds,275.66
overcast clouds,275.52
overcast clouds,274.79
overcast clouds,274.46
overcast clouds,274.39
overcast clouds,274.29
overcast clouds,273.93
overcast clouds,273.99
overcast clouds,273.79
overcast clouds,273.68
overcast clouds,273.97
overcast clouds,274.17
overcast clouds,274.33
overcast clouds,274.61
overcast clouds,275.56
light rain,276.8
broken clouds,277.86
overcast clouds,278.24
broken clouds,278.91
overcast clouds,279.46
broken clouds,279.22
broken clouds,278.65
light rain,277.96
overcast clouds,277.65
overcast clouds,277.47
overcast clouds,277.49
overcast clouds,277.48
overcast clouds,277.81
overcast clouds,277.94
overcast clouds,278.1
overcast clouds,278.07
light rain,278.03
light rain,277.83
light rain,278.03
light rain,277.85
light rain,277.82
light rain,277.96
overcast clouds,277.86
light rain,278.25
light rain,278.47
light rain,278.81
light rain,279.47
overcast clouds,279.83
overcast clouds,279.98
overcast clouds,279.67
overcast clouds,279.4
overcast clouds,278.95
overcast clouds,278.94
overcast clouds,278.94
overcast clouds,279.08
overcast clouds,278.88
overcast clouds,279.04
overcast clouds,278.94
overcast clouds,278.95
overcast clouds,278.8
light rain,278.73
moderate rain,278.69
moderate rain,278.58
moderate rain,278.36
moderate rain,278.38
light rain,278.28
light rain,278.5
light rain,278.83
moderate rain,279.23
light rain,279.65
light rain,280.09
light rain,280.18
scattered clouds,280.11
scattered clouds,279.85
scattered clouds,279.5
scattered clouds,279
few clouds,278.68
few clouds,278.86
broken clouds,278.78
broken clouds,278.47
broken clouds,278.44
moderate rain,278.25
moderate rain,278.25
moderate rain,278.14
light rain,277.94
light rain,277.94
light rain,277.84
light rain,277.49
light rain,277.53
light rain,277.45
light rain,277.48
light rain,277.67
light rain,277.9
moderate rain,277.53
light rain,277.27
light rain,276.88
light rain,276.7
light rain,276.98
sky is clear,276.68
sky is clear,276.59
sky is clear,276.43
sky is clear,276.33
sky is clear,276.05
sky is clear,275.88
sky is clear,275.53
sky is clear,274.92
sky is clear,274.72
sky is clear,274.37
sky is clear,274.21
sky is clear,274.31
sky is clear,274.08
sky is clear,273.48
sky is clear,272.65
sky is clear,272.29
sky is clear,273.27
sky is clear,275.61
sky is clear,276.17
sky is clear,277.52
sky is clear,278.21
sky is clear,278.76
sky is clear,278.65
sky is clear,278.71
sky is clear,277.78
sky is clear,275.54
sky is clear,274.32
sky is clear,273.33
sky is clear,272.65
sky is clear,271.98
sky is clear,271.88
sky is clear,272.03
sky is clear,271.89
